ARREST_DATE,PD_DESC,OFNS_DESC,LAW_CODE,ARREST_BORO,ARREST_PRECINCT,AGE_GROUP,PERP_SEX
2025-01-01T00:00:00.000,"CHILD, ENDANGERING WELFARE",SEX CRIMES,PL 2601001,B,46,(null),(null)
2025-01-01T00:00:00.000,"WEAPONS, POSSESSION, ETC",DANGEROUS WEAPONS,PL 2650101,M,13,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200512,S,123,25-44,F
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,94,(null),(null)
2025-01-01T00:00:00.000,BAIL JUMPING 1 & 2,MISCELLANEOUS PENAL LAW,PL 2155600,Q,115,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,18,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,K,60,(null),(null)
2025-01-01T00:00:00.000,"GAMBLING, DEVICE, POSSESSION",GAMBLING,PL 2253001,K,72,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,108,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,75,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,40,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL1192000,Q,107,25-44,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,Q,105,(null),(null)
2025-01-01T00:00:00.000,BAIL JUMPING 1 & 2,MISCELLANEOUS PENAL LAW,PL 2155600,Q,101,(null),(null)
2025-01-01T00:00:00.000,RECKLESS ENDANGERMENT 1,MISCELLANEOUS PENAL LAW,PL 1202500,K,79,25-44,M
2025-01-01T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,B,44,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,M,26,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,46,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,113,25-44,M
2025-01-01T00:00:00.000,"IMPRISONMENT 2,UNLAWFUL",OFFENSES AGAINST THE PERSON,PL 1350500,K,75,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,GRAND OF AUTO",GRAND LARCENY OF MOTOR VEHICLE,PL 1553008,Q,102,25-44,M
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,113,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U3,K,72,25-44,M
2025-01-01T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,113,25-44,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200512,B,40,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,34,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,23,25-44,M
2025-01-01T00:00:00.000,"FORGERY-ILLEGAL POSSESSION,VEH",MISCELLANEOUS PENAL LAW,PL 1706502,B,49,(null),(null)
2025-01-01T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601502,Q,110,18-24,M
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,M,28,25-44,M
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,103,(null),(null)
2025-01-01T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1600500,K,63,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,43,(null),(null)
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,26,(null),(null)
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,49,(null),(null)
2025-01-01T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,M,18,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,K,67,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,M,5,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,M,32,(null),(null)
2025-01-01T00:00:00.000,"WEAPONS, POSSESSION, ETC",DANGEROUS WEAPONS,PL 2650101,B,40,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,41,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,S,121,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 1950501,B,44,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC HEALTH LAW,UNCLASSIFIED",OTHER STATE LAWS (NON PENAL LAW),PHL3380005,M,10,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1657200,M,1,(null),(null)
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,32,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,K,81,(null),(null)
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,48,25-44,M
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,B,42,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,114,(null),(null)
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200901,K,83,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,83,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED INFRACTIO",OTHER TRAFFIC INFRACTION,VTL0319003,M,1,18-24,M
2025-01-01T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 1950500,M,1,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,18,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510D,B,44,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL1192000,K,79,45-64,M
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,75,18-24,M
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,67,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,K,90,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,68,18-24,M
2025-01-01T00:00:00.000,"GAMBLING, DEVICE, POSSESSION",GAMBLING,PL 2253001,K,72,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,B,46,(null),(null)
2025-01-01T00:00:00.000,WEAPONS POSSESSION 3,DANGEROUS WEAPONS,PL 2650201,K,62,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,104,(null),(null)
2025-01-01T00:00:00.000,"BRIBERY,PUBLIC ADMINISTRATION",MISCELLANEOUS PENAL LAW,PL 2154002,M,28,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,M,1,25-44,M
2025-01-01T00:00:00.000,"IMPERSONATION 1, POLICE OFFICE",MISCELLANEOUS PENAL LAW,PL 1902601,K,70,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 26503BH,K,81,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1451000,M,17,25-44,M
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,110,(null),(null)
2025-01-01T00:00:00.000,"CHILD, ENDANGERING WELFARE",SEX CRIMES,PL 2601001,K,83,25-44,F
2025-01-01T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,K,67,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTATION,UNCLASS M",OFFENSES AGAINST PUBLIC ADMINI,PL 2052002,B,41,18-24,M
2025-01-01T00:00:00.000,"STOLEN PROPERTY 3,POSSESSION",POSSESSION OF STOLEN PROPERTY,PL 1654000,K,61,(null),(null)
2025-01-01T00:00:00.000,"CHILD, ENDANGERING WELFARE",SEX CRIMES,PL 2601001,K,83,25-44,M
2025-01-01T00:00:00.000,BAIL JUMPING 3,OFFENSES AGAINST PUBLIC ADMINI,PL 2155500,Q,101,(null),(null)
2025-01-01T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED FEL",OTHER STATE LAWS,VTL05110FE,K,71,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200507,B,48,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,Q,102,18-24,M
2025-01-01T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,K,75,(null),(null)
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,K,77,45-64,M
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,81,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1657300,M,18,(null),(null)
2025-01-01T00:00:00.000,WEAPONS POSSESSION 3,DANGEROUS WEAPONS,PL 2650201,K,75,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,Q,114,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,K,75,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,M,30,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,Q,101,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,103,25-44,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,Q,116,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,Q,105,25-44,M
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,Q,101,25-44,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,S,120,(null),(null)
2025-01-01T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 2403001,Q,104,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,40,(null),(null)
2025-01-01T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,M,18,(null),(null)
2025-01-01T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,CPL5700600,Q,113,45-64,M
2025-01-01T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,18,(null),(null)
2025-01-01T00:00:00.000,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",CRIMINAL MISCHIEF & RELATED OF,PL 1450003,M,25,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,M,18,25-44,M
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,B,41,(null),(null)
2025-01-01T00:00:00.000,RESISTING ARREST,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,B,41,(null),(null)
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,14,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U3,K,72,45-64,M
2025-01-01T00:00:00.000,UNLICENSED OPERATOR,MOVING INFRACTIONS,VTL05110E5,Q,113,25-44,M
2025-01-01T00:00:00.000,"TRESPASS 3, CRIMINAL",CRIMINAL TRESPASS,PL 140100E,B,47,25-44,M
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,41,(null),(null)
2025-01-01T00:00:00.000,"MISCHIEF,CRIMINAL,    UNCL 2ND",CRIMINAL MISCHIEF & RELATED OF,PL 145004A,K,63,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,K,78,(null),(null)
2025-01-01T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,M,34,(null),(null)
2025-01-01T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,23,45-64,M
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,S,120,25-44,M
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,115,25-44,M
2025-01-01T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,B,43,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,Q,103,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED/IMPAIRED DRIVING,VTL11920E2,B,45,25-44,M
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 2650303,B,50,<18,M
2025-01-01T00:00:00.000,ASSAULT POLICE/PEACE OFFICER,FELONY ASSAULT,PL 1200503,S,122,25-44,M
2025-01-01T00:00:00.000,"PUBLIC HEALTH LAW,UNCLASSIFIED",OTHER STATE LAWS (NON PENAL LAW),PHL3380005,M,14,25-44,M
2025-01-01T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,B,44,(null),(null)
2025-01-01T00:00:00.000,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",CRIMINAL MISCHIEF & RELATED OF,PL 1450001,K,73,18-24,M
2025-01-01T00:00:00.000,"BURGLARS TOOLS,UNCLASSIFIED",BURGLAR'S TOOLS,PL 1403500,Q,115,45-64,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,K,79,(null),(null)
2025-01-01T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402000,K,63,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200512,S,123,45-64,M
2025-01-01T00:00:00.000,LEAVING SCENE-ACCIDENT-PERSONA,VEHICLE AND TRAFFIC LAWS,VTL06000AA,B,52,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1702500,K,75,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200501,K,78,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,B,45,25-44,M
2025-01-01T00:00:00.000,"NY STATE LAWS,UNCLASSIFIED VIO",OTHER STATE LAWS,LOC00000V0,K,73,(null),(null)
2025-01-01T00:00:00.000,RESISTING ARREST,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,K,75,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,75,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,M,7,18-24,M
2025-01-01T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,B,47,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,GRAND FROM PERSON,UNCL",GRAND LARCENY,PL 1553005,K,60,45-64,M
2025-01-01T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155003,M,23,45-64,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,44,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL CONTEMPT 1,MISCELLANEOUS PENAL LAW,PL 21551B3,K,67,(null),(null)
2025-01-01T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,B,41,45-64,M
2025-01-01T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1700500,M,32,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,75,(null),(null)
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,M,25,(null),(null)
2025-01-01T00:00:00.000,"SEXUAL ABUSE 3,2",SEX CRIMES,PL 1305201,M,18,25-44,M
2025-01-01T00:00:00.000,RAPE 1,RAPE,PL 130351A,M,18,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,Q,109,(null),(null)
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE,POSSESS.",DANGEROUS DRUGS,PL 2201612,Q,101,(null),(null)
2025-01-01T00:00:00.000,"WEAPONS, POSSESSION, ETC",DANGEROUS WEAPONS,PL 2650102,M,14,18-24,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,K,73,18-24,M
2025-01-01T00:00:00.000,"ROBBERY,OPEN AREA UNCLASSIFIED",ROBBERY,PL 1601001,M,18,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510D,M,17,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,Q,115,25-44,F
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,28,(null),(null)
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,K,70,(null),(null)
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL1192000,K,78,25-44,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,B,52,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,107,25-44,M
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,B,41,25-44,M
2025-01-01T00:00:00.000,"ASSAULT 2,1,UNCLASSIFIED",FELONY ASSAULT,PL 1200502,K,67,(null),(null)
2025-01-01T00:00:00.000,"BURGLARS TOOLS,UNCLASSIFIED",BURGLAR'S TOOLS,PL 1403500,M,18,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,M,34,(null),(null)
2025-01-01T00:00:00.000,AGGRAVATED HARASSMENT 2,OFF. AGNST PUB ORD SENSBLTY &,PL 240301B,K,69,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,26,45-64,F
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE,SALE 3",DANGEROUS DRUGS,PL 2203901,M,24,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL POSSESSION WEAPON,DANGEROUS WEAPONS,PL 265031B,B,41,25-44,M
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200300,M,18,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC HEALTH LAW,UNCLASSIFIED",OTHER STATE LAWS (NON PENAL LAW),PHL3380005,M,14,(null),(null)
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE, POSSESSI",DANGEROUS DRUGS,PL 2200903,Q,115,45-64,M
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,M,20,(null),(null)
2025-01-01T00:00:00.000,RESISTING ARREST,OFFENSES AGAINST PUBLIC ADMINI,PL 2053000,Q,101,(null),(null)
2025-01-01T00:00:00.000,CRIMINAL MIS 2 & 3,CRIMINAL MISCHIEF & RELATED OF,PL 1450502,K,67,25-44,M
2025-01-01T00:00:00.000,"IMPERSONATION 1, POLICE OFFICE",MISCELLANEOUS PENAL LAW,PL 1902601,K,70,25-44,F
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,S,120,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.,UNCLASSIFIED-FELO",FORGERY,PL 1657200,M,18,(null),(null)
2025-01-01T00:00:00.000,RECKLESS ENDANGERMENT 1,MISCELLANEOUS PENAL LAW,PL 1202500,Q,115,25-44,M
2025-01-01T00:00:00.000,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",CRIMINAL MISCHIEF & RELATED OF,PL 1450001,B,44,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,GRAND FROM OPEN AREAS, UNATTENDED",GRAND LARCENY,PL 1553001,K,75,18-24,M
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,K,71,(null),(null)
2025-01-01T00:00:00.000,"PUBLIC ADMINISTRATION,UNCLASSI",MISCELLANEOUS PENAL LAW,PL 215510B,K,75,(null),(null)
2025-01-01T00:00:00.000,"CRIMINAL MISCHIEF,UNCLASSIFIED 4",CRIMINAL MISCHIEF & RELATED OF,PL 1450001,K,67,(null),(null)
2025-01-01T00:00:00.000,"BURGLARY,UNCLASSIFIED,UNKNOWN",BURGLARY,PL 1402000,M,14,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,Q,107,(null),(null)
2025-01-01T00:00:00.000,"CONTEMPT,CRIMINAL",OFFENSES AGAINST PUBLIC ADMINI,PL 2155006,M,25,25-44,M
2025-01-01T00:00:00.000,"INTOXICATED DRIVING,ALCOHOL",INTOXICATED & IMPAIRED DRIVING,VTL11920U2,B,43,25-44,M
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,K,79,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,Q,113,25-44,M
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,M,14,(null),(null)
2025-01-01T00:00:00.000,"LARCENY,PETIT FROM OPEN AREAS,",PETIT LARCENY,PL 1552500,M,34,(null),(null)
2025-01-01T00:00:00.000,"THEFT OF SERVICES, UNCLASSIFIE",OTHER OFFENSES RELATED TO THEFT,PL 1651503,B,40,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,28,(null),(null)
2025-01-01T00:00:00.000,ASSAULT 3,ASSAULT 3 & RELATED OFFENSES,PL 1200001,M,20,25-44,F
2025-01-01T00:00:00.000,"CONTROLLED SUBSTANCE,INTENT TO",DANGEROUS DRUGS,PL 2201601,K,79,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,83,(null),(null)
2025-01-01T00:00:00.000,STRANGULATION 1ST,FELONY ASSAULT,PL 1211200,Q,103,(null),(null)
2025-01-01T00:00:00.000,OBSTR BREATH/CIRCUL,ASSAULT 3 & RELATED OFFENSES,PL 1211100,Q,106,(null),(null)
2025-01-01T00:00:00.000,"MENACING,UNCLASSIFIED",ASSAULT 3 & RELATED OFFENSES,PL 1201401,Q,106,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL05110MU,B,44,(null),(null)
2025-01-01T00:00:00.000,"TRAFFIC,UNCLASSIFIED MISDEMEAN",VEHICLE AND TRAFFIC LAWS,VTL0511001,K,81,(null),(null)
2025-01-01T00:00:00.000,"FORGERY,ETC.-MISD.",OFFENSES INVOLVING FRAUD,PL 1702000,Q,103,25-44,M
